word,frequency
auto,889
great prices,889
whiskey,889
comfy,888
inexpensive,887
cuts,887
hip,886
nicer,886
took order,886
happier,886
time time,885
indian food,884
blackened,884
names,884
hung,884
falafel,884
adding,884
likes,884
adult,883
hot chicken,883
currently,882
asparagus,881
current,881
mi,880
chopped,880
minute wait,880
texas,879
beignets,878
held,878
emergency,877
just got,877
absolutely amazing,877
smoothie,877
complex,876
big fan,875
months ago,875
quite good,874
sooo,874
really really,874
definitely try,873
pretzel,873
selling,873
correctly,873
overall good,872
obvious,871
regardless,871
jam,870
proper,869
bar food,869
smells,868
chefs,868
waitstaff,866
little pricey,866
updated,865
written,865
fans,865
eggs benedict,864
miso,864
hurry,864
beans rice,863
repeat,863
blown away,863
replacement,863
soooo,862
prime rib,862
spanish,862
got food,861
romantic,861
sticky,861
ac,859
grabbed,859
container,858
initial,858
green beans,858
downside,858
sampler,858
initially,857
come try,856
booths,855
lemonade,855
food ok,854
bf,854
best thing,854
awkward,853
blueberry,853
crab cakes,853
display,851
drunk,850
beverage,849
regulars,849
sharing,848
carne,848
pies,848
pandemic,848
placed order,847
welcomed,847
toilet,846
place packed,845
tomorrow,845
highlight,845
act,844
coleslaw,844
shit,843
pointed,843
bbq sauce,843
cheeseburger,842
mani,842
fountain,842
county,841
caesar salad,840
days later,840
cheeses,840
uber,839
starts,839
understanding,839
grease,839
veal,838
pros,837
basket,837
blend,837
chat,837
pickled,836
wait try,836
tight,836
best pizza,835
pesto,835
cabbage,834
roof,833
hospitality,833
chicken salad,833
breast,832
depending,832
suppose,831
sesame,831
satisfying,829
signed,828
bisque,828
ample,828
express,827
risotto,826
complained,826
oil change,826
standards,826
walking distance,825
patty,825
reasonable price,824
seasonal,824
apology,824
period,823
pancake,823
fianc,823
thrilled,823
wax,823
clothing,823
stone,822
shirt,822
required,822
power,822
create,822
noisy,821
new place,821
hole wall,821
great little,820
familiar,820
sum,820
cooked perfection,820
grocery store,820
sangria,819
friendly food,819
roast beef,819
stumbled,819
pumpkin,818
failed,817
jewelry,817
candy,817
feels like,816
good selection,815
attempt,815
ends,815
traveling,813
hint,813
completed,813
medical,813
cons,813
weekly,812
rolled,811
resort,811
san,808
mail,807
deserves,807
handled,807
remembered,807
high end,806
runs,805
popcorn,805
island,805
cornbread,805
didn feel,805
asada,804
fitness,804
didn care,804
asked wanted,803
pour,803
medium rare,803
jersey,803
responded,802
good quality,802
chicken wings,801
place definitely,801
classy,800
prepare,800
maybe just,800
food quality,800
undercooked,799
grilled chicken,798
suggestion,797
thankfully,797
jambalaya,796
necessary,796
safety,796
just want,795
poke,795
headed,794
win,794
dream,794
friends family,794
overwhelming,793
holy,793
fork,793
charging,793
planned,792
rocks,792
mint,791
octopus,791
hello,791
seconds,790
salted,790
ve gotten,789
apologize,789
remove,788
industry,788
stellar,788
walked away,788
gnocchi,787
row,787
flavorless,787
indianapolis,786
dan,786
tax,786
liking,786
explaining,786
concerns,786
fridge,786
napkins,785
just okay,785
nice touch,784
blue cheese,784
wait come,783
install,782
deserve,782
mahi,782
beverages,782
little place,782
nervous,781
wing,781
feed,780
desired,780
courses,780
hall,780
ve heard,780
husband ordered,780
don need,779
good just,779
paired,779
kale,779
went lunch,779
father,779
creme,779
program,778
cutting,778
friend ordered,777
pastry,777
strip mall,777
stage,777
garbage,777
rave,776
good price,776
assured,776
massive,775
tapas,775
didn really,775
custom,774
huge fan,774
portion size,773
flatbread,773
wine list,772
inspection,772
place ve,772
good prices,772
animal,771
hopes,770
shut,770
don mind,770
earth,770
female,769
hire,769
ceiling,769
blow,768
samples,768
condition,768
chowder,768
salad bar,767
brings,767
sashimi,767
families,767
buttery,765
great deal,765
service amazing,764
easier,764
root,763
lives,763
build,762
batter,762
diet,762
nail salon,762
potato fries,761
ya,760
companies,759
place pretty,759
shortly,758
workout,758
gourmet,758
staple,758
carrots,758
lazy,758
cheese steak,756
dinners,756
yoga,755
personality,755
knowledgable,754
nope,753
students,752
internet,752
lit,752
makes feel,752
fast friendly,752
check place,751
assume,751
managers,750
court,750
mimosas,750
adorable,749
requests,748
ve ordered,748
restroom,748
encountered,747
info,747
surgery,747
extremely friendly,747
lie,745
blast,745
hibachi,744
client,744
italian food,743
entered,743
boring,742
present,742
id,742
states,741
secret,741
ish,741
preferred,741
main course,741
star rating,740
pizza place,740
quoted,739
pound,738
sweetness,738
ease,738
love food,738
almond,737
described,737
just say,737
german,737
plentiful,736
switch,736
pro,736
shuttle,736
tub,736
cleanliness,735
ensure,735
good good,735
crepe,734
barbecue,734
cupcake,734
peach,734
place best,733
breakfast lunch,733
meatball,732
sliders,732
heading,732
layout,732
clam,732
lastly,732
tree,731
stocked,731
dealing,730
olives,729
yelp reviews,729
worth price,729
coke,728
bothered,727
want try,727
shots,727
unacceptable,727
wasted,727
tom,727
clearwater,726
like just,725
took care,725
count,725
don let,725
minor,725
place awesome,725
complaining,724
great meal,724
mexican restaurant,723
lose,723
convenience,722
don waste,722
warning,721
bad service,721
jerk,721
tooth,720
thai food,720
feel comfortable,720
old school,720
ve gone,720
parm,719
grateful,719
nice atmosphere,718
amazingly,718
stl,717
reminds,717
closest,716
impeccable,716
fast service,716
mad,716
croissant,716
report,716
receptionist,716
creole,715
read reviews,715
regarding,715
best food,715
crepes,714
like said,714
hour half,714
ordered food,713
cooks,713
tastes like,712
genuinely,712
greet,712
dresses,712
weekday,711
july,711
hurt,710
helps,710
champagne,710
hasn,710
pa,709
minimum,709
parked,709
bit pricey,709
improve,709
checks,708
happily,707
individual,706
crab cake,706
brick,706
exception,705
write review,705
drink order,705
central,705
unable,704
martini,704
balanced,704
edible,704
great flavor,704
fresh ingredients,703
gold,703
grew,702
contract,702
don expect,702
really cool,699
unbelievable,699
mainly,699
sit outside,699
nuts,699
skills,698
whipped,698
great beer,698
built,697
ribeye,697
guac,697
bubble,697
poor service,696
cute little,695
tag,695
time ordered,695
soul,695
farm,694
egg rolls,694
theme,694
family owned,692
ll try,691
importantly,691
drinks food,691
protein,690
couch,689
doctors,688
large group,688
service really,687
rose,687
wrote,687
tattoo,687
staff helpful,687
rough,685
ed,684
inedible,684
clams,684
salesman,683
everybody,683
browns,683
filthy,682
pizza good,682
patients,681
focus,681
iced tea,680
entertainment,680
people work,679
passing,678
don forget,678
reach,678
food decent,678
star review,678
attached,677
arriving,677
sour cream,677
concern,677
purchasing,677
seated right,676
giving stars,676
cheesesteaks,676
took forever,675
rack,675
created,675
pride,674
portion sizes,673
ale,673
noon,673
leg,672
hit spot,672
fajitas,672
scoop,671
just didn,671
try different,671
bang,670
ridiculously,670
fake,669
pretty sure,669
btw,669
mushy,669
really enjoy,668
thats,668
fees,667
ipa,667
items menu,667
lasagna,667
teas,667
tart,667
excited try,666
delight,666
worried,666
appears,666
afraid,665
entering,665
news,665
attended,664
research,664
time visit,663
waste money,663
dairy,663
boat,663
background,663
highlights,662
frustrating,662
nice clean,661
steakhouse,661
breaded,661
say good,660
mediterranean,660
lover,659
thumbs,659
lunch time,659
brussels,659
steps,659
good definitely,659
delicious service,659
listened,659
food awesome,659
searching,658
cancelled,658
dipping sauce,658
facial,658
zoo,657
olive oil,657
professionalism,657
warned,657
lightly,657
penny,656
sit bar,656
divine,656
dj,655
courtyard,655
place nice,654
let start,654
watery,653
comments,653
hamburger,653
fellow,653
time money,653
bistro,653
golden,653
tucked,652
blah,652
reviewers,652
favorite places,651
fun place,651
gras,650
came table,650
artist,650
weight,649
cart,649
brews,649
starving,649
elevator,647
mechanic,647
microwave,647
hoagie,646
loved place,646
time just,646
charm,646
page,646
reception,645
levels,645
rated,644
exciting,644
husband got,644
alternative,643
way better,643
growing,643
seating area,643
paperwork,642
speed,641
wraps,641
time ll,641
car wash,640
push,640
masala,639
gf,639
com,639
reserved,639
plaza,639
ups,639
food truck,638
don understand,638
bet,638
rain,637
don really,637
shirts,637
boiled,637
zero stars,637
student,636
nice little,636
entire time,636
overall experience,635
snow,635
deck,635
crowds,634
ive,634
good got,634
appropriate,634
wasn good,634
looking good,634
ve better,633
better service,633
letting,632
village,632
dude,632
dancing,632
acceptable,632
neck,632
chocolate chip,632
deep fried,631
good flavor,631
winner,631
wont,631
punch,631
code,630
track,630
center city,630
voice,630
upgrade,630
rum,630
terminal,630
awesome food,630
food better,629
bits,629
hearty,629
dealer,629
time came,628
good ordered,628
teriyaki,628
quick service,628
vintage,627
hipster,627
don eat,627
did like,627
terrible service,627
confirm,627
ricotta,627
maple,627
street parking,626
magic,626
advertised,626
carrot,625
pharmacy,625
lunch special,625
drinks good,624
fired,623
come time,623
trips,623
hash browns,622
chicken waffles,622
cross,622
sink,622
pure,622
artichoke,621
cab,621
acted,621
food food,621
place time,621
ve going,621
didn try,621
promise,621
amazing job,620
seared,620
carne asada,620
rep,619
greatest,619
quantity,619
slight,619
legit,619
sake,619
messy,619
salons,618
plants,618
video,618
handful,617
honor,617
tony,617
good pizza,617
overwhelmed,617
faster,617
mcdonald,617
fly,616
got chicken,616
happening,616
food got,616
vinegar,615
calm,615
feta,614
took long,614
better food,613
baked goods,613
according,612
walmart,612
brussel,612
staff really,612
reached,612
thrown,612
raspberry,611
did want,611
service just,610
wheat,610
confusing,610
ceviche,610
settled,609
good beer,609
small plates,609
wonderful experience,608
great people,608
cleaner,608
people working,608
rice beans,608
maintained,608
didn think,607
say place,607
popped,607
waiting minutes,606
oily,606
fashion,605
exam,605
kidding,605
red beans,605
dim sum,605
juices,605
twist,604
craft beer,604
tequila,604
stupid,603
freaking,603
provides,603
sunday brunch,603
making sure,602
squash,601
alot,601
plans,601
treated like,601
blonde,601
cell,600
neighbors,600
rip,600
improvement,600
make appointment,600
procedure,599
golf,599
scratch,599
marinara,599
risk,599
great way,599
don come,598
confirmed,598
kudos,598
damaged,598
ocean,598
dealt,597
joints,597
fatty,597
steve,597
yard,596
taste good,596
icing,596
really bad,596
edge,596
providing,596
factory,596
crappy,595
male,595
tone,595
wide variety,594
battery,593
great things,593
inch,593
judge,593
iron,593
just wish,593
worthy,593
sets,593
chops,593
buds,592
irish,592
stating,592
lease,592
haha,592
friendly knowledgeable,591
advised,591
save money,591
stairs,591
improved,591
food fantastic,590
restrooms,590
finger,590
comparable,590
make reservation,590
monthly,589
practically,589
fashioned,589
food wasn,589
like good,588
food definitely,588
listening,588
booking,588
vs,588
chocolate cake,588
way home,587
peak,587
carnitas,587
buck,587
trained,587
stress,586
sam,586
grown,586
angry,586
talented,586
silverware,586
friend got,586
write home,586
short rib,586
trail,585
entirely,585
appt,585
really want,585
explanation,585
macaroni,584
looking place,584
stands,584
forced,584
pets,583
hard time,583
nice helpful,583
deposit,583
collection,583
franklin,583
food drink,583
wondering,582
district,582
weak,582
canned,582
pecan,582
keys,582
apologetic,582
checkout,582
nicest,581
cared,580
ahead time,580
yelling,580
haven tried,580
referred,580
considered,579
cramped,579
amenities,579
drinks great,579
tourists,578
sat outside,578
poboy,578
good way,578
good reviews,577
gloves,577
human,577
pretty decent,577
hours later,576
pretty cool,576
smoothies,576
strips,576
august,576
tasted good,576
responsive,576
fries good,575
pat,575
new location,575
bourbon street,574
involved,574
coupons,574
assortment,574
chai,574
food tasty,573
did mention,573
lo,573
hoped,573
football,572
trees,572
raised,572
lovers,572
killer,572
tampa bay,572
shoulder,572
pickle,572
let tell,572
spiced,571
minutes food,571
marinated,571
hassle,571
coat,571
replied,570
suite,570
heck,570
led,570
reliable,570
coworkers,569
tray,569
refilled,569
beet,569
sub par,569
google,568
scrambled,568
suit,568
didn taste,568
chinatown,568
like food,567
service ve,567
session,567
bananas,567
places eat,566
nice people,566
understood,566
pig,565
looked good,565
hooked,565
theirs,564
entertaining,564
really friendly,564
receiving,564
construction,564
restaurant food,564
buffalo chicken,564
just little,564
repaired,564
recipe,563
sports bar,563
mattress,563
recommend restaurant,562
shout,562
chick,562
pork sandwich,561
glass wine,561
nice friendly,561
hot fresh,561
michael,561
best service,560
wasn busy,560
shakes,560
definitely place,559
just moved,559
worst experience,559
adds,559
emails,559
amazed,559
action,558
starter,558
hot dog,557
staff attentive,557
friendly professional,557
introduced,556
strawberries,556
balcony,556
authentic mexican,556
old fashioned,556
reading reviews,556
cole,556
horrible service,556
enjoyed food,555
record,555
loyal,555
finishing,555
past years,555
time great,554
food took,554
food order,554
heads,554
tried place,554
vibes,553
cool place,553
explore,553
powder,553
whatsoever,553
stew,552
worth trip,552
bitter,552
picnic,551
forth,551
wanna,551
green tea,551
start saying,551
alfredo,551
concert,551
description,550
genuine,550
catering,550
subpar,550
basis,550
mignon,550
restaurant clean,550
premium,550
did come,549
boss,549
service pretty,549
earned,549
forgotten,549
comparison,548
strongly,548
installation,548
food menu,548
muffin,548
answer questions,547
target,547
went dinner,547
bikes,547
delicious definitely,547
prices great,547
march,546
queen,546
staffed,546
challenge,546
quality service,545
younger,545
wonderfully,545
majority,545
bass,544
brussel sprouts,544
upper,544
features,544
david,544
downhill,544
diverse,544
fav,544
service terrible,544
smiling,544
ve come,544
food served,544
people like,544
asks,544
massages,543
direction,543
great work,543
tossed,543
bowling,543
taste buds,543
service nice,542
exceeded,542
caused,542
burger fries,542
fiance,542
destination,542
good luck,542
chatting,542
acknowledged,542
place come,542
eater,542
staff extremely,542
wished,541
meaning,541
good really,541
pork chop,541
comfort food,541
stepped,541
fried green,541
burned,541
labor,541
arugula,540
staff member,540
assumed,540
pants,540
empanadas,540
sundays,539
blew,539
vehicles,539
lead,538
good deal,538
rudely,538
times time,538
sauce good,538
layer,537
los,537
breading,537
escape,537
service horrible,537
conference,537
approached,537
lot people,537
vendors,537
food options,536
things like,536
styles,536
luke,536
don feel,535
recommend going,535
surrounding,535
manager came,535
foodie,535
granted,535
funky,535
insisted,535
pretzels,535
experience food,534
slow service,534
braised,534
valley,534
gift card,534
ins,533
raved,533
mani pedi,533
related,533
think ll,533
fusion,533
try food,533
volume,533
lately,533
red sauce,533
select,533
allows,533
june,532
poached,532
probably won,532
definitely returning,532
puts,532
combinations,532
unusual,531
chile,531
nice staff,531
washed,531
benefit,531
designed,530
shift,530
fresh tasty,530
spend money,530
path,530
phones,530
wasn sure,530
long line,530
gooey,529
muffins,529
conveniently,529
poured,529
noted,529
great drinks,528
appetite,528
festival,528
waters,528
wouldn recommend,528
recall,528
clean staff,527
food hot,527
rules,527
support local,527
unlimited,527
smart,527
uses,526
stories,526
tasted great,526
selected,526
alligator,526
choosing,525
wait line,525
tall,525
dryer,525
let just,525
did know,524
just great,524
food absolutely,524
mein,524
hair cut,524
blt,524
darn,524
cats,523
extremely rude,523
movies,523
exterior,523
tops,523
ideal,523
pace,523
pushy,523
location great,523
entr,522
fine dining,522
experience great,522
aioli,522
beauty,522
said yes,522
steep,522
holding,522
tank,521
absolutely loved,521
perfect place,521
young lady,521
watering,521
afford,521
nj,521
worth money,521
university,520
smoky,520
quick bite,520
falling,520
needing,520
cheese sauce,520
half price,520
ended getting,520
unfortunate,519
locked,519
went way,519
appear,519
experience ve,519
tiramisu,519
starters,518
nurse,518
heated,518
far away,518
inconvenience,518
accurate,518
mistakes,517
price point,517
lukewarm,517
daughters,517
establishments,517
hits,517
bands,517
flying,516
kill,516
milkshake,516
artists,516
got order,516
loving,516
police,516
edmonton,515
respond,515
eat food,514
facebook,514
nightmare,514
tho,514
print,514
eclectic,514
breads,514
second visit,514
prescription,514
great pizza,514
beer wine,514
wife ordered,514
gifts,514
cider,514
favorite restaurant,513
sight,513
accident,513
metal,513
louisiana,513
church,513
au,513
chicken fried,513
